56, 1, 999, 0, 1.1, 93.994, -36.4, 4.857, 5191
57, 1, 999, 0, 1.1, 93.994, -36.4, 4.857, 5191
37, 1, 999, 0, 1.1, 93.994, -36.4, 4.857, 5191
40, 1, 999, 0, 1.1, 93.994, -36.4, 4.857, 5191
56, 1, 999, 0, 1.1, 93.994, -36.4, 4.857, 5191
45, 1, 999, 0, 1.1, 93.994, -36.4, 4.857, 5191
59, 1, 999, 0, 1.1, 93.994, -36.4, 4.857, 5191
41, 1, 999, 0, 1.1, 93.994, -36.4, 4.857, 5191
24, 1, 999, 0, 1.1, 93.994, -36.4, 4.857, 5191
25, 1, 999, 0, 1.1, 93.994, -36.4, 4.857, 5191
41, 1, 999, 0, 1.1, 93.994, -36.4, 4.857, 5191
25, 1, 999, 0, 1.1, 93.994, -36.4, 4.857, 5191
29, 1, 999, 0, 1.1, 93.994, -36.4, 4.857, 5191
57, 1, 999, 0, 1.1, 93.994, -36.4, 4.857, 5191
35, 1, 999, 0, 1.1, 93.994, -36.4, 4.857, 5191
54, 1, 999, 0, 1.1, 93.994, -36.4, 4.857, 5191
35, 1, 999, 0, 1.1, 93.994, -36.4, 4.857, 5191
46, 1, 999, 0, 1.1, 93.994, -36.4, 4.857, 5191
50, 1, 999, 0, 1.1, 93.994, -36.4, 4.857, 5191
39, 1, 999, 0, 1.1, 93.994, -36.4, 4.857, 5191
30, 1, 999, 0, 1.1, 93.994, -36.4, 4.857, 5191
55, 1, 999, 0, 1.1, 93.994, -36.4, 4.857, 5191
55, 1, 999, 0, 1.1, 93.994, -36.4, 4.857, 5191
41, 1, 999, 0, 1.1, 93.994, -36.4, 4.857, 5191
37, 1, 999, 0, 1.1, 93.994, -36.4, 4.857, 5191
35, 1, 999, 0, 1.1, 93.994, -36.4, 4.857, 5191
59, 1, 999, 0, 1.1, 93.994, -36.4, 4.857, 5191
39, 1, 999, 0, 1.1, 93.994, -36.4, 4.857, 5191
54, 2, 999, 0, 1.1, 93.994, -36.4, 4.857, 5191
55, 1, 999, 0, 1.1, 93.994, -36.4, 4.857, 5191
46, 1, 999, 0, 1.1, 93.994, -36.4, 4.857, 5191
59, 1, 999, 0, 1.1, 93.994, -36.4, 4.857, 5191
49, 1, 999, 0, 1.1, 93.994, -36.4, 4.857, 5191
54, 1, 999, 0, 1.1, 93.994, -36.4, 4.857, 5191
54, 1, 999, 0, 1.1, 93.994, -36.4, 4.857, 5191
55, 1, 999, 0, 1.1, 93.994, -36.4, 4.857, 5191
34, 1, 999, 0, 1.1, 93.994, -36.4, 4.857, 5191
52, 1, 999, 0, 1.1, 93.994, -36.4, 4.857, 5191
41, 1, 999, 0, 1.1, 93.994, -36.4, 4.857, 5191
56, 1, 999, 0, 1.1, 93.994, -36.4, 4.857, 5191
32, 1, 999, 0, 1.1, 93.994, -36.4, 4.857, 5191
38, 1, 999, 0, 1.1, 93.994, -36.4, 4.857, 5191
57, 1, 999, 0, 1.1, 93.994, -36.4, 4.857, 5191
44, 1, 999, 0, 1.1, 93.994, -36.4, 4.857, 5191
42, 1, 999, 0, 1.1, 93.994, -36.4, 4.857, 5191
57, 1, 999, 0, 1.1, 93.994, -36.4, 4.857, 5191
40, 1, 999, 0, 1.1, 93.994, -36.4, 4.857, 5191
35, 1, 999, 0, 1.1, 93.994, -36.4, 4.857, 5191
45, 2, 999, 0, 1.1, 93.994, -36.4, 4.857, 5191
54, 1, 999, 0, 1.1, 93.994, -36.4, 4.857, 5191
39, 1, 999, 0, 1.1, 93.994, -36.4, 4.857, 5191
60, 1, 999, 0, 1.1, 93.994, -36.4, 4.857, 5191
53, 1, 999, 0, 1.1, 93.994, -36.4, 4.857, 5191
55, 2, 999, 0, 1.1, 93.994, -36.4, 4.857, 5191
55, 1, 999, 0, 1.1, 93.994, -36.4, 4.857, 5191
50, 1, 999, 0, 1.1, 93.994, -36.4, 4.857, 5191
45, 1, 999, 0, 1.1, 93.994, -36.4, 4.857, 5191
55, 1, 999, 0, 1.1, 93.994, -36.4, 4.857, 5191
25, 1, 999, 0, 1.1, 93.994, -36.4, 4.857, 5191
47, 1, 999, 0, 1.1, 93.994, -36.4, 4.857, 5191
51, 1, 999, 0, 1.1, 93.994, -36.4, 4.857, 5191
42, 1, 999, 0, 1.1, 93.994, -36.4, 4.857, 5191
42, 1, 999, 0, 1.1, 93.994, -36.4, 4.857, 5191
48, 1, 999, 0, 1.1, 93.994, -36.4, 4.857, 5191
37, 1, 999, 0, 1.1, 93.994, -36.4, 4.857, 5191
44, 1, 999, 0, 1.1, 93.994, -36.4, 4.857, 5191
33, 1, 999, 0, 1.1, 93.994, -36.4, 4.857, 5191
56, 2, 999, 0, 1.1, 93.994, -36.4, 4.857, 5191
44, 1, 999, 0, 1.1, 93.994, -36.4, 4.857, 5191
41, 1, 999, 0, 1.1, 93.994, -36.4, 4.857, 5191
44, 1, 999, 0, 1.1, 93.994, -36.4, 4.857, 5191
47, 1, 999, 0, 1.1, 93.994, -36.4, 4.857, 5191
57, 1, 999, 0, 1.1, 93.994, -36.4, 4.857, 5191
37, 1, 999, 0, 1.1, 93.994, -36.4, 4.857, 5191
41, 1, 999, 0, 1.1, 93.994, -36.4, 4.857, 5191
55, 1, 999, 0, 1.1, 93.994, -36.4, 4.857, 5191
33, 2, 999, 0, 1.1, 93.994, -36.4, 4.857, 5191
55, 1, 999, 0, 1.1, 93.994, -36.4, 4.857, 5191
